,hex9,cnt
702,892a100520bffff,101
703,892a100520fffff,83
704,892a1005213ffff,70
705,892a1005217ffff,56
706,892a100521bffff,60
707,892a1005223ffff,88
708,892a1005227ffff,254
709,892a100522bffff,61
710,892a100522fffff,109
711,892a1005233ffff,5
712,892a100523bffff,59
713,892a1005243ffff,101
714,892a1005247ffff,124
715,892a100524bffff,112
716,892a100524fffff,145
717,892a1005253ffff,90
718,892a1005257ffff,149
719,892a100525bffff,112
720,892a1005263ffff,96
721,892a1005267ffff,3
722,892a100526bffff,131
723,892a100526fffff,83
724,892a1005273ffff,104
725,892a1005277ffff,64
726,892a100527bffff,135
727,892a1005283ffff,54
728,892a1005287ffff,101
729,892a100528bffff,56
730,892a100528fffff,56
731,892a1005293ffff,121
732,892a1005297ffff,102
733,892a100529bffff,46
734,892a10052a3ffff,52
735,892a10052a7ffff,83
736,892a10052abffff,47
737,892a10052b3ffff,47
738,892a10052b7ffff,77
739,892a10052bbffff,78
740,892a10052c3ffff,121
741,892a10052c7ffff,66
742,892a10052cbffff,89
743,892a10052cfffff,117
744,892a10052d3ffff,106
745,892a10052d7ffff,74
746,892a10052dbffff,146
747,892a1005303ffff,14
748,892a1005307ffff,1
749,892a100530fffff,110
750,892a1005313ffff,149
751,892a1005317ffff,87
752,892a100531bffff,108
753,892a1005323ffff,122
754,892a1005327ffff,134
755,892a100532bffff,30
756,892a100532fffff,68
757,892a1005333ffff,62
758,892a1005337ffff,89
759,892a100533bffff,54
760,892a1005343ffff,162
761,892a100534bffff,143
762,892a100534fffff,10
763,892a1005353ffff,14
764,892a1005357ffff,145
765,892a100535bffff,114
766,892a1005363ffff,27
767,892a1005367ffff,44
768,892a100536bffff,21
769,892a100536fffff,63
770,892a1005377ffff,86
771,892a1005383ffff,131
772,892a1005387ffff,71
773,892a100538bffff,94
774,892a100538fffff,114
775,892a1005393ffff,59
776,892a1005397ffff,101
777,892a100539bffff,143
778,892a10053a3ffff,105
779,892a10053a7ffff,53
780,892a10053abffff,83
781,892a10053afffff,139
782,892a10053b3ffff,35
783,892a10053b7ffff,128
784,892a10053bbffff,157
785,892a10053c7ffff,136
786,892a10053cbffff,107
787,892a10053d3ffff,141
788,892a10053d7ffff,78
789,892a10053dbffff,1
790,892a1005403ffff,44
791,892a1005407ffff,155
792,892a100540bffff,89
793,892a100540fffff,97
794,892a1005413ffff,59
795,892a1005417ffff,90
796,892a100541bffff,131
797,892a1005423ffff,72
798,892a1005427ffff,138
799,892a100542bffff,53
800,892a100542fffff,85
801,892a1005433ffff,169
802,892a1005437ffff,37
803,892a100543bffff,115
804,892a1005443ffff,8
805,892a1005447ffff,88
806,892a100544bffff,98
807,892a100544fffff,37
808,892a1005453ffff,50
809,892a1005457ffff,75
810,892a100545bffff,59
811,892a1005463ffff,77
812,892a1005467ffff,93
813,892a100546bffff,10
814,892a100546fffff,5
815,892a1005473ffff,63
816,892a1005477ffff,111
817,892a100547bffff,71
818,892a100548fffff,25
819,892a10054a3ffff,86
820,892a10054a7ffff,33
821,892a10054abffff,52
822,892a10054afffff,106
823,892a10054bbffff,14
824,892a10054c3ffff,25
825,892a10054c7ffff,34
826,892a10054cbffff,58
827,892a10054cfffff,72
828,892a1005503ffff,75
829,892a1005507ffff,61
830,892a100550bffff,6
831,892a100550fffff,118
832,892a1005513ffff,63
833,892a1005517ffff,52
834,892a100551bffff,79
835,892a1005523ffff,140
836,892a1005527ffff,114
837,892a100552bffff,99
838,892a100552fffff,117
839,892a1005533ffff,149
840,892a1005537ffff,135
841,892a100553bffff,156
842,892a1005543ffff,46
843,892a100554fffff,16
844,892a1005553ffff,99
845,892a1005557ffff,8
846,892a1005563ffff,43
847,892a1005567ffff,136
848,892a100556fffff,2
849,892a1005577ffff,165
850,892a100557bffff,10
851,892a1005587ffff,90
852,892a100558bffff,32
853,892a100558fffff,30
854,892a1005597ffff,7
855,892a10055a3ffff,150
856,892a10055a7ffff,102
857,892a10055abffff,100
858,892a10055afffff,124
859,892a10055b3ffff,133
860,892a10055b7ffff,121
861,892a10055bbffff,145
862,892a10055c3ffff,9
863,892a10055c7ffff,83
864,892a10055cbffff,49
865,892a10055cfffff,36
866,892a10055d3ffff,60
867,892a10055dbffff,119
868,892a1005603ffff,67
869,892a1005607ffff,68
870,892a100560bffff,101
871,892a100560fffff,36
872,892a1005613ffff,32
873,892a1005617ffff,9
874,892a100561bffff,83
875,892a1005623ffff,111
876,892a1005627ffff,9
877,892a100562bffff,75
878,892a100562fffff,135
879,892a1005633ffff,118
880,892a1005637ffff,54
881,892a100563bffff,64
882,892a1005643ffff,90
883,892a1005647ffff,107
884,892a100564bffff,86
885,892a100564fffff,73
886,892a1005653ffff,76
887,892a1005657ffff,88
888,892a100565bffff,38
889,892a1005663ffff,130
890,892a1005667ffff,127
891,892a100566bffff,112
892,892a100566fffff,77
893,892a1005673ffff,112
894,892a1005677ffff,118
895,892a100567bffff,88
896,892a1005683ffff,18
897,892a1005687ffff,55
898,892a1005693ffff,72
899,892a1005697ffff,62
900,892a10056a3ffff,2
901,892a10056abffff,97
902,892a10056b3ffff,20
903,892a10056b7ffff,5
904,892a10056c7ffff,10
905,892a10056cbffff,51
906,892a10056cfffff,12
907,892a10056dbffff,12
908,892a1005803ffff,96
909,892a1005807ffff,121
910,892a100580bffff,127
911,892a100580fffff,97
912,892a1005813ffff,60
913,892a1005817ffff,36
914,892a100581bffff,89
915,892a1005823ffff,91
916,892a1005827ffff,68
917,892a100582bffff,110
918,892a100582fffff,100
919,892a1005833ffff,55
920,892a100583bffff,90
921,892a1005843ffff,147
922,892a1005847ffff,60
923,892a100584bffff,113
924,892a100584fffff,139
