,hex9,cnt
899,892a1005873ffff,101
900,892a1005877ffff,37
901,892a100587bffff,58
902,892a100588bffff,11
903,892a10058c3ffff,64
904,892a10058c7ffff,67
905,892a10058cbffff,52
906,892a10058cfffff,44
907,892a10058d3ffff,69
908,892a10058d7ffff,35
909,892a10058dbffff,55
910,892a1005943ffff,30
911,892a100594bffff,36
912,892a100594fffff,18
913,892a100595bffff,19
914,892a100596bffff,27
915,892a100597bffff,5
916,892a1005a03ffff,149
917,892a1005a07ffff,162
918,892a1005a0bffff,103
919,892a1005a0fffff,107
920,892a1005a13ffff,96
921,892a1005a17ffff,133
922,892a1005a1bffff,77
923,892a1005a23ffff,57
924,892a1005a27ffff,62
925,892a1005a2bffff,90
926,892a1005a2fffff,54
927,892a1005a33ffff,86
928,892a1005a37ffff,99
929,892a1005a3bffff,132
930,892a1005a43ffff,17
931,892a1005a47ffff,34
932,892a1005a4bffff,54
933,892a1005a4fffff,107
934,892a1005a53ffff,102
935,892a1005a57ffff,22
936,892a1005a5bffff,84
937,892a1005a63ffff,65
938,892a1005a67ffff,154
939,892a1005a6bffff,34
940,892a1005a6fffff,139
941,892a1005a73ffff,1
942,892a1005a77ffff,143
943,892a1005a7bffff,1
944,892a1005a83ffff,131
945,892a1005a87ffff,127
946,892a1005a8bffff,194
947,892a1005a8fffff,148
948,892a1005a93ffff,111
949,892a1005a97ffff,86
950,892a1005a9bffff,88
951,892a1005aa3ffff,130
952,892a1005aa7ffff,5
953,892a1005aabffff,116
954,892a1005aafffff,64
955,892a1005ab3ffff,135
956,892a1005ab7ffff,46
957,892a1005abbffff,122
958,892a1005ac3ffff,122
959,892a1005ac7ffff,121
960,892a1005acbffff,127
961,892a1005acfffff,72
962,892a1005ad3ffff,111
963,892a1005ad7ffff,124
964,892a1005adbffff,119
965,892a1005b03ffff,49
966,892a1005b07ffff,52
967,892a1005b0bffff,52
968,892a1005b0fffff,68
969,892a1005b13ffff,67
970,892a1005b17ffff,48
971,892a1005b1bffff,132
972,892a1005b23ffff,44
973,892a1005b27ffff,70
974,892a1005b2bffff,25
975,892a1005b2fffff,47
976,892a1005b33ffff,29
977,892a1005b37ffff,26
978,892a1005b3bffff,49
