,hex9,cnt
623,892a1005103ffff,115
624,892a1005107ffff,112
625,892a100510bffff,180
626,892a100510fffff,109
627,892a1005113ffff,3
628,892a1005117ffff,41
629,892a100511bffff,35
630,892a1005123ffff,86
631,892a100512bffff,56
632,892a100512fffff,56
633,892a1005133ffff,79
634,892a1005137ffff,2
635,892a100513bffff,47
636,892a1005143ffff,5
637,892a1005147ffff,33
638,892a100514bffff,3
639,892a100514fffff,67
640,892a1005153ffff,1
641,892a1005157ffff,35
642,892a100515bffff,11
643,892a1005163ffff,27
644,892a1005167ffff,30
645,892a100516bffff,105
646,892a100516fffff,82
647,892a1005173ffff,108
648,892a1005177ffff,78
649,892a100517bffff,246
650,892a1005183ffff,58
651,892a1005187ffff,4
652,892a100518fffff,38
653,892a1005193ffff,21
654,892a1005197ffff,19
655,892a100519bffff,30
656,892a10051a3ffff,82
657,892a10051a7ffff,71
658,892a10051abffff,44
659,892a10051afffff,147
660,892a10051b3ffff,16
661,892a10051b7ffff,120
662,892a10051bbffff,21
663,892a10051c3ffff,35
664,892a10051cbffff,24
665,892a10051cfffff,27
666,892a1005203ffff,11
667,892a1005207ffff,27
668,892a100520bffff,23
669,892a100520fffff,16
670,892a1005213ffff,28
671,892a1005217ffff,7
672,892a100521bffff,11
673,892a1005223ffff,38
674,892a1005227ffff,22
675,892a100522fffff,5
676,892a100523bffff,16
677,892a1005243ffff,13
678,892a1005247ffff,15
679,892a100524bffff,10
680,892a100524fffff,3
681,892a1005253ffff,104
682,892a1005257ffff,29
683,892a100525bffff,16
684,892a1005263ffff,37
685,892a1005267ffff,2
686,892a100526bffff,59
687,892a100526fffff,82
688,892a1005273ffff,7
689,892a1005277ffff,30
690,892a100527bffff,3
691,892a1005283ffff,13
692,892a1005287ffff,13
693,892a100528bffff,55
694,892a100528fffff,6
695,892a1005293ffff,120
696,892a1005297ffff,18
697,892a100529bffff,94
698,892a10052a3ffff,2
699,892a10052a7ffff,3
700,892a10052abffff,4
701,892a10052b3ffff,2
702,892a10052b7ffff,12
703,892a10052bbffff,30
704,892a10052c3ffff,48
705,892a10052c7ffff,33
706,892a10052cbffff,72
707,892a10052cfffff,39
708,892a10052d3ffff,71
709,892a10052d7ffff,80
710,892a10052dbffff,89
711,892a100530fffff,3
712,892a1005313ffff,38
713,892a1005317ffff,5
714,892a1005323ffff,111
715,892a1005327ffff,241
716,892a100532bffff,31
717,892a100532fffff,454
718,892a1005333ffff,56
719,892a1005337ffff,146
720,892a100533bffff,24
721,892a1005343ffff,55
722,892a100534bffff,33
723,892a100534fffff,12
724,892a100535bffff,82
725,892a1005363ffff,1
726,892a1005367ffff,6
727,892a100536bffff,5
728,892a100536fffff,8
729,892a1005377ffff,11
730,892a1005383ffff,24
731,892a1005387ffff,2
732,892a100538bffff,7
733,892a100538fffff,6
734,892a1005393ffff,1
735,892a1005397ffff,6
736,892a100539bffff,13
737,892a10053a3ffff,68
738,892a10053a7ffff,135
739,892a10053afffff,122
740,892a10053b3ffff,23
741,892a10053b7ffff,115
742,892a10053bbffff,1
743,892a10053c3ffff,3
744,892a10053c7ffff,7
745,892a10053d3ffff,13
746,892a10053d7ffff,8
747,892a1005403ffff,3
748,892a1005407ffff,3
749,892a100540bffff,10
750,892a100540fffff,4
751,892a1005413ffff,26
752,892a1005417ffff,2
753,892a100541bffff,47
754,892a1005423ffff,20
755,892a1005427ffff,24
756,892a100542bffff,2
757,892a100542fffff,22
758,892a1005433ffff,12
759,892a1005437ffff,4
760,892a100543bffff,17
761,892a1005443ffff,10
762,892a1005447ffff,14
763,892a100544bffff,21
764,892a100544fffff,153
765,892a1005453ffff,63
766,892a1005457ffff,75
767,892a100545bffff,6
768,892a1005463ffff,3
769,892a1005467ffff,5
770,892a100546fffff,1
771,892a1005473ffff,6
772,892a1005477ffff,4
773,892a100547bffff,8
774,892a10054a3ffff,12
775,892a10054a7ffff,1
776,892a10054abffff,8
777,892a10054afffff,55
778,892a10054bbffff,6
779,892a10054c3ffff,15
780,892a10054c7ffff,61
781,892a10054cbffff,37
782,892a10054cfffff,199
783,892a1005503ffff,2
784,892a1005507ffff,10
785,892a100550bffff,2
786,892a100550fffff,41
787,892a1005513ffff,5
788,892a1005517ffff,1
789,892a100551bffff,4
790,892a1005523ffff,9
791,892a1005527ffff,19
792,892a100552bffff,21
793,892a100552fffff,39
794,892a1005533ffff,25
795,892a1005537ffff,13
796,892a100553bffff,38
797,892a1005547ffff,15
798,892a100554fffff,39
799,892a1005553ffff,4
800,892a1005557ffff,1
801,892a100555bffff,1
802,892a1005563ffff,2
803,892a1005567ffff,13
804,892a1005577ffff,13
805,892a1005587ffff,304
806,892a100558bffff,4
807,892a1005597ffff,143
808,892a10055a3ffff,4
809,892a10055a7ffff,6
810,892a10055abffff,23
811,892a10055afffff,23
